id,carat,cut,color,clarity,depth,table,x,y,z,price
30879,0.56,Premium,E,SI2,62.6,59.0,5.24,5.2,3.27,1297
30880,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6702
30881,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2922
30882,1.58,Ideal,D,SI2,62.5,55.0,7.39,7.45,4.64,11428
30883,0.32,Premium,F,VS1,62.1,60.0,4.37,4.33,2.7,874
30884,1.06,Very Good,H,SI1,62.6,58.0,6.4,6.51,4.04,5020
30885,1.7,Ideal,D,SI2,60.7,56.0,7.78,7.71,4.7,8911
30886,0.36,Premium,E,SI2,60.6,59.0,4.57,4.61,2.78,505
30887,0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73,645
30888,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,2352
30889,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,4704
30890,2.01,Ideal,G,SI2,62.8,56.0,8.07,8.02,5.05,15841
30891,1.05,Very Good,E,VS2,61.6,58.0,6.48,6.53,4.01,6803
30892,0.41,Premium,F,SI1,61.8,58.0,4.76,4.75,2.94,969
30893,1.1,Ideal,I,SI2,62.6,55.0,6.57,6.6,4.13,4624
30894,1.11,Very Good,G,VS2,62.3,58.0,6.59,6.61,4.11,6311
30895,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2397
30896,0.35,Good,J,SI1,63.3,56.0,4.5,4.53,2.86,409
30897,0.4,Premium,F,VS2,61.0,58.0,4.79,4.72,2.9,1080
30898,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,8038
30899,1.06,Very Good,F,SI1,62.5,58.0,6.46,6.5,4.05,4721
30900,0.31,Ideal,G,VS2,59.1,57.0,4.48,4.45,2.64,698
30901,0.9,Very Good,D,SI1,63.3,57.0,6.12,6.07,3.86,4304
30902,2.12,Premium,I,SI2,60.6,59.0,8.27,8.3,5.02,15097
30903,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,730
30904,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
30905,1.06,Ideal,F,VS2,61.1,57.0,6.6,6.57,4.03,7776
30906,0.31,Fair,D,VVS2,54.2,65.0,4.61,4.58,2.49,997
30907,0.59,Very Good,H,SI2,60.3,56.0,5.43,5.48,3.29,1160
30908,1.31,Ideal,I,VS2,61.7,55.0,7.1,7.0,4.35,6999
30909,1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,6728
30910,1.51,Very Good,I,SI1,63.5,57.0,7.19,7.24,4.58,8214
30911,0.9,Good,F,VS1,63.8,56.0,5.99,5.92,3.8,3750
30912,0.33,Ideal,E,VVS2,61.2,56.0,4.44,4.48,2.73,814
30913,0.34,Ideal,E,VS1,61.6,55.0,4.5,4.52,2.78,790
30914,0.41,Ideal,F,VS1,62.5,57.0,4.76,4.75,2.97,1076
30915,0.31,Ideal,G,VS2,61.4,57.0,4.35,4.45,2.7,544
30916,1.24,Very Good,G,SI2,63.3,57.0,6.85,6.79,4.32,4462
30917,1.06,Very Good,E,IF,62.4,55.0,6.5,6.54,4.07,12642
30918,0.24,Ideal,G,VVS1,62.0,55.0,4.01,4.03,2.49,559
30919,0.32,Ideal,G,VVS1,62.1,54.0,4.4,4.43,2.74,802
30920,0.3,Very Good,D,SI1,61.0,60.0,4.3,4.35,2.64,552
30921,0.7,Ideal,F,SI1,62.8,56.0,5.63,5.68,3.55,2528
30922,1.13,Premium,G,VS1,58.6,59.0,6.91,6.84,4.03,7404
30923,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
30924,1.0,Ideal,E,SI2,61.9,56.0,6.43,6.4,3.97,4760
30925,1.01,Premium,F,SI1,59.1,59.0,6.56,6.5,3.86,4989
30926,0.68,Ideal,E,VS1,61.3,55.0,5.67,5.71,3.49,3243
30927,0.42,Premium,I,SI2,61.5,59.0,4.84,4.78,2.96,709
30928,0.53,Premium,G,VS2,62.4,59.0,5.16,5.13,3.21,1607
30929,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,893
30930,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5525
30931,0.72,Good,G,VS2,63.4,53.0,5.72,5.79,3.64,2311
30932,0.72,Ideal,H,VS2,61.7,56.0,5.74,5.77,3.56,3122
30933,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,449
30934,0.41,Ideal,D,SI1,61.3,56.0,4.8,4.82,2.95,722
30935,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,895
30936,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,2268
30937,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
30938,1.2,Ideal,E,VVS2,62.2,57.0,6.81,6.77,4.22,11839
30939,0.3,Ideal,G,VS2,62.3,56.0,4.3,4.27,2.67,675
30940,1.02,Premium,H,VS2,60.0,58.0,6.56,6.5,3.92,4958
30941,0.43,Ideal,H,VVS2,61.3,56.0,4.9,4.86,2.99,1008
30942,0.7,Good,H,VS2,63.4,60.0,5.59,5.61,3.55,2394
30943,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,967
30944,0.55,Ideal,F,SI1,62.4,55.0,5.23,5.28,3.28,1410
30945,0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,581
30946,0.52,Premium,G,SI2,61.4,56.0,5.27,5.18,3.2,1235
30947,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1814
30948,0.39,Ideal,E,VS1,60.2,56.0,4.79,4.78,2.88,1123
30949,0.38,Ideal,F,IF,60.7,57.0,4.69,4.73,2.86,1212
30950,0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64,2086
30951,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.44,3.99,6073
30952,0.56,Fair,F,SI1,61.6,61.0,5.38,5.21,3.26,1176
30953,0.71,Ideal,E,SI1,59.9,56.0,5.86,5.8,3.49,2704
30954,0.34,Premium,H,SI1,62.1,59.0,4.5,4.46,2.78,612
30955,2.18,Ideal,I,SI2,62.5,55.0,8.34,8.31,5.2,15850
30956,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,827
30957,0.41,Ideal,E,SI2,63.0,57.0,4.73,4.7,2.97,818
30958,1.2,Very Good,I,SI1,62.9,57.0,6.73,6.78,4.25,5211
30959,0.9,Very Good,F,VS1,61.2,56.0,6.18,6.23,3.8,5324
30960,0.42,Ideal,G,IF,61.6,56.0,4.85,4.86,2.99,1400
30961,0.73,Ideal,D,VS1,61.1,57.0,5.85,5.81,3.56,3509
30962,1.06,Very Good,E,SI1,59.8,56.0,6.63,6.67,3.98,6169
30963,0.31,Ideal,F,IF,61.7,56.0,4.38,4.41,2.71,901
30964,0.71,Good,I,SI1,63.6,63.0,5.61,5.64,3.58,1651
30965,0.7,Ideal,H,SI1,62.6,55.0,5.65,5.7,3.55,2294
30966,1.01,Ideal,E,SI2,61.5,55.0,6.44,6.51,3.98,5437
30967,0.32,Ideal,G,VS2,61.5,57.0,4.4,4.41,2.71,561
30968,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
30969,0.39,Premium,F,VS1,61.7,58.0,4.69,4.71,2.9,894
30970,0.38,Very Good,G,SI1,59.5,62.0,4.67,4.71,2.79,666
30971,1.5,Ideal,F,VS2,61.4,55.0,7.35,7.44,4.54,14242
30972,0.51,Ideal,G,VS1,62.7,54.0,5.08,5.1,3.19,1656
30973,0.31,Premium,F,SI1,62.7,58.0,4.33,4.31,2.71,663
30974,0.32,Ideal,G,SI1,61.3,56.0,4.39,4.42,2.7,477
30975,0.34,Premium,H,VS1,61.3,56.0,4.53,4.48,2.76,765
30976,0.3,Ideal,G,IF,62.4,55.0,4.3,4.32,2.69,799
30977,0.3,Premium,H,VS2,62.6,58.0,4.28,4.22,2.66,608
30978,0.33,Ideal,F,VVS1,60.6,56.0,4.47,4.51,2.72,939
30979,0.56,Premium,F,VS1,58.2,60.0,5.41,5.38,3.14,2016
30980,0.23,Very Good,D,VVS2,62.5,58.0,3.89,3.92,2.44,492
30981,1.11,Very Good,J,SI1,63.3,61.0,6.56,6.49,4.13,4084
30982,0.39,Very Good,F,VS1,62.0,56.0,4.72,4.64,2.9,971
30983,0.23,Premium,G,VVS1,61.3,59.0,3.96,3.94,2.42,531
30984,0.32,Ideal,F,VS2,61.9,55.0,4.45,4.41,2.74,773
30985,1.22,Ideal,E,VS1,61.8,56.0,6.84,6.88,4.24,10823
30986,1.03,Premium,H,VS2,60.9,58.0,6.55,6.48,3.97,5364
30987,1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,5305
30988,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,16575
30989,0.3,Ideal,D,VS2,61.4,55.0,4.34,4.32,2.66,911
30990,1.51,Fair,J,VS1,65.2,56.0,7.16,7.11,4.65,7139
30991,1.31,Premium,H,VS2,61.0,58.0,7.1,7.06,4.32,8106
30992,1.06,Premium,G,VS2,60.4,58.0,6.64,6.68,4.02,6296
30993,1.08,Premium,G,SI2,62.9,59.0,6.57,6.53,4.12,4627
30994,0.4,Premium,D,VVS2,60.8,59.0,4.81,4.76,2.91,1323
30995,0.5,Ideal,F,VS1,62.5,57.0,5.06,5.09,3.17,1710
30996,0.71,Good,E,SI2,62.2,56.0,5.63,5.66,3.51,2390
30997,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,6350
30998,0.54,Premium,F,VS2,58.2,60.0,5.39,5.34,3.12,1667
30999,0.55,Ideal,E,VS2,61.8,57.0,5.27,5.34,3.28,1667
31000,0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,1970
31001,0.33,Ideal,H,VVS2,62.2,54.0,4.44,4.46,2.77,666
31002,2.03,Ideal,I,VS2,62.7,57.0,8.02,8.05,5.04,16792
31003,1.01,Ideal,H,SI2,59.1,59.0,6.58,6.61,3.9,5828
31004,0.31,Very Good,G,VS1,63.2,57.0,4.33,4.28,2.72,802
31005,0.3,Premium,F,VVS2,62.4,58.0,4.28,4.25,2.66,945
31006,1.25,Ideal,I,VS1,61.6,56.0,6.91,6.95,4.27,7485
31007,1.1,Very Good,F,VS2,61.1,57.0,6.65,6.71,4.08,6987
31008,0.75,Premium,G,SI1,59.1,59.0,5.98,5.9,3.51,2622
31009,1.06,Ideal,F,VS1,61.9,57.0,6.55,6.53,4.05,7479
31010,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222
31011,0.5,Premium,D,SI1,62.1,58.0,5.1,5.07,3.16,1654
31012,1.98,Fair,H,VS1,58.3,69.0,8.28,8.17,4.8,12923
31013,0.34,Premium,D,SI1,62.4,58.0,4.42,4.46,2.77,626
31014,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88,833
31015,0.83,Very Good,G,SI2,63.3,57.0,5.97,5.91,3.76,2543
31016,0.54,Premium,H,VS1,61.3,58.0,5.25,5.22,3.21,1637
31017,1.0,Good,J,SI2,62.7,58.0,6.28,6.32,3.95,3234
31018,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,4199
31019,0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,884
31020,0.41,Ideal,H,SI1,61.2,57.0,4.76,4.78,2.92,683
31021,0.71,Very Good,E,VS2,60.0,59.0,5.84,5.83,3.5,2881
31022,0.34,Very Good,E,SI1,63.2,55.0,4.49,4.46,2.83,765
31023,1.51,Very Good,H,VS2,62.3,61.0,7.27,7.3,4.54,9821
31024,0.9,Very Good,F,VS2,63.2,58.0,6.11,6.16,3.88,4504
31025,0.71,Very Good,E,VS2,61.3,60.0,5.74,5.71,3.51,2930
31026,0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,789
31027,1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,5292
31028,1.72,Ideal,E,I1,62.2,55.0,7.7,7.67,4.78,7802
31029,0.46,Very Good,F,VS2,59.9,55.0,5.06,5.08,3.04,1258
31030,0.41,Very Good,E,SI1,62.4,55.0,4.74,4.78,2.97,755
31031,0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
31032,0.23,Good,E,VVS1,62.8,62.0,3.9,3.93,2.46,462
31033,1.52,Very Good,H,VVS2,63.0,60.0,7.25,7.3,4.58,11904
31034,1.03,Very Good,D,VVS2,62.7,58.0,6.39,6.43,4.02,11677
31035,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1576
31036,0.53,Premium,E,SI2,62.2,57.0,5.2,5.16,3.22,984
31037,0.31,Premium,H,SI1,62.7,58.0,4.34,4.31,2.71,558
31038,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,486
31039,0.97,Premium,G,SI2,61.3,57.0,6.37,6.32,3.89,4101
31040,1.2,Ideal,D,VVS2,62.7,54.0,6.8,6.82,4.27,14033
31041,0.33,Very Good,F,VVS1,60.1,56.0,4.53,4.56,2.73,841
31042,0.31,Very Good,G,VVS1,63.4,57.0,4.36,4.32,2.75,1046
31043,0.72,Ideal,G,SI2,61.9,57.0,5.73,5.77,3.56,2068
31044,0.3,Premium,I,VS1,61.7,58.0,4.27,4.32,2.65,473
31045,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5301
31046,0.87,Ideal,H,SI1,62.5,57.0,6.13,6.06,3.81,2923
31047,2.01,Premium,H,VS2,62.8,59.0,8.03,7.97,5.02,15651
31048,0.59,Ideal,F,SI1,62.0,57.0,5.41,5.34,3.33,1561
31049,0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,1163
31050,1.01,Good,E,SI1,64.1,59.0,6.35,6.31,4.06,4480
31051,0.45,Ideal,H,SI1,61.6,56.0,4.94,4.96,3.05,923
31052,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22,1219
31053,0.38,Very Good,D,SI1,59.7,60.0,4.66,4.69,2.79,733
31054,1.2,Ideal,D,SI1,61.8,58.0,6.76,6.83,4.2,7508
31055,1.72,Very Good,G,SI2,62.4,59.0,7.63,7.67,4.77,10697
31056,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,17191
31057,0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
31058,1.34,Very Good,J,SI2,62.3,61.0,6.97,7.05,4.37,5787
31059,0.77,Premium,F,VS2,62.1,59.0,5.85,5.87,3.64,3218
31060,1.17,Ideal,F,VS1,62.2,56.0,6.74,6.77,4.2,8648
31061,0.41,Good,E,VVS1,60.4,61.0,4.76,4.81,2.89,1169
31062,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
31063,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2576
31064,0.35,Premium,F,VS1,60.7,58.0,4.58,4.54,2.77,984
31065,0.52,Very Good,H,VS2,62.0,57.0,5.08,5.12,3.16,1289
31066,0.5,Good,E,VVS1,58.3,62.0,5.16,5.23,3.03,2008
31067,0.52,Premium,F,VS2,58.5,60.0,5.29,5.24,3.08,1651
31068,0.62,Premium,G,I1,58.9,60.0,5.65,5.54,3.29,933
31069,1.51,Very Good,F,VVS1,62.6,59.0,7.33,7.24,4.56,18777
31070,1.26,Premium,H,SI1,61.3,57.0,7.01,6.93,4.27,7056
31071,0.71,Very Good,G,SI1,61.2,61.0,5.66,5.71,3.48,2266
31072,0.52,Ideal,E,VVS2,62.0,54.0,5.16,5.19,3.21,2230
31073,0.32,Ideal,F,VVS2,62.0,55.0,4.41,4.39,2.73,1008
31074,1.0,Good,E,SI2,63.7,61.0,6.32,6.27,4.01,3889
31075,1.0,Premium,H,SI1,59.4,58.0,6.51,6.46,3.85,4788
31076,1.53,Premium,H,VS2,60.1,58.0,7.57,7.6,4.71,10889
31077,0.82,Ideal,G,SI1,60.7,57.0,6.07,6.06,3.68,3123
31078,2.0,Very Good,I,SI1,63.6,57.0,7.9,7.99,5.05,14057
31079,0.4,Ideal,F,VS2,61.9,55.0,4.77,4.73,2.94,975
31080,0.51,Ideal,F,VS2,60.6,57.0,5.17,5.2,3.14,1583
31081,0.37,Premium,E,VS2,60.3,58.0,4.66,4.63,2.8,1041
31082,0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,990
31083,0.56,Ideal,G,SI1,62.1,55.0,5.29,5.33,3.3,1417
31084,1.84,Premium,H,SI1,59.7,58.0,7.98,8.01,4.77,13779
31085,0.74,Ideal,H,VS2,62.2,55.0,5.83,5.81,3.62,3178
31086,0.7,Premium,F,VVS2,62.6,59.0,5.66,5.62,3.53,3136
31087,1.05,Ideal,F,SI2,60.9,56.0,6.56,6.64,4.02,4591
31088,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3428
31089,0.34,Ideal,H,VS2,61.7,57.0,4.48,4.46,2.76,689
31090,0.54,Premium,G,SI2,61.4,59.0,5.24,5.21,3.21,1195
31091,0.6,Very Good,I,VS2,60.6,60.0,5.46,5.49,3.32,1402
31092,0.32,Ideal,I,VS2,60.3,56.0,4.45,4.44,2.68,576
31093,0.79,Ideal,I,VS2,60.9,56.0,5.97,5.99,3.64,3710
31094,0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735
31095,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,625
31096,1.14,Good,D,IF,61.7,63.0,6.64,6.74,4.13,17499
31097,1.03,Very Good,F,IF,62.8,57.0,6.4,6.47,4.04,10032
31098,0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,1841
31099,0.3,Very Good,G,VVS2,62.3,59.0,4.25,4.29,2.66,684
31100,0.54,Ideal,E,VS2,60.8,57.0,5.29,5.24,3.2,1847
31101,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4285
31102,1.51,Good,H,SI2,59.9,64.0,7.53,7.39,4.47,7340
31103,0.91,Good,E,SI1,63.7,64.0,6.09,6.03,3.86,4256
31104,0.56,Ideal,F,VS2,60.8,56.0,5.33,5.3,3.23,1778
31105,0.97,Ideal,F,SI2,62.4,55.0,6.38,6.34,3.97,3569
31106,0.42,Premium,G,VS1,62.5,59.0,4.72,4.79,2.97,921
31107,0.31,Ideal,G,IF,61.9,55.0,4.35,4.38,2.7,891
31108,1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
31109,3.05,Premium,E,I1,60.9,58.0,9.26,9.25,5.66,10453
31110,0.75,Ideal,D,SI1,62.0,58.0,5.81,5.84,3.61,3152
31111,1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25,6299
31112,1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21,6125
31113,0.4,Premium,E,VS1,62.5,58.0,4.72,4.69,2.94,1125
31114,0.43,Very Good,E,SI1,63.4,57.0,4.84,4.81,3.06,948
31115,0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759
31116,0.41,Ideal,J,VS1,62.2,55.0,4.76,4.79,2.97,604
31117,0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
31118,0.71,Ideal,G,VS1,61.0,57.0,5.77,5.74,3.51,2686
31119,0.7,Premium,F,VS2,61.1,62.0,5.69,5.64,3.46,2369
31120,1.06,Premium,F,VS2,62.3,58.0,6.56,6.51,4.07,6399
31121,1.0,Very Good,H,VS1,63.3,53.0,6.37,6.29,4.01,4732
31122,1.0,Ideal,F,SI1,61.9,56.0,6.36,6.41,3.95,5197
31123,0.92,Ideal,E,SI2,62.2,56.0,6.24,6.2,3.87,3941
31124,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5509
31125,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5358
31126,1.51,Good,H,VS2,63.8,56.0,7.24,7.17,4.6,7949
31127,0.31,Premium,D,VS2,60.7,59.0,4.35,4.38,2.65,734
31128,0.32,Very Good,H,SI2,63.1,56.0,4.37,4.34,2.75,517
31129,1.56,Premium,D,SI2,61.1,56.0,7.54,7.45,4.58,8858
31130,0.73,Ideal,H,VVS2,61.6,56.0,5.8,5.82,3.57,3463
31131,1.01,Good,E,SI1,63.6,57.0,6.27,6.3,4.0,5251
31132,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,15238
31133,0.4,Very Good,E,VS2,62.5,56.0,4.66,4.72,2.93,705
31134,1.0,Ideal,E,SI1,61.4,58.0,6.41,6.43,3.94,5555
31135,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,3938
31136,1.25,Very Good,I,SI1,62.1,58.0,6.86,6.9,4.27,5699
31137,1.7,Very Good,G,VS1,60.6,59.0,7.74,7.63,4.66,16955
31138,0.7,Ideal,F,SI2,61.4,55.0,5.73,5.77,3.53,2421
31139,1.24,Very Good,H,VS1,62.6,54.0,6.84,6.88,4.29,7092
31140,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
31141,2.04,Premium,G,SI2,61.8,56.0,8.13,8.05,5.0,16426
31142,1.66,Ideal,H,VS1,61.5,56.0,7.6,7.66,4.69,15210
31143,0.55,Ideal,H,VVS2,62.1,55.0,5.25,5.28,3.27,1668
31144,0.3,Ideal,I,VS1,61.0,58.0,4.3,4.33,2.63,491
31145,0.41,Ideal,F,VVS2,62.5,56.0,4.72,4.75,2.96,1115
31146,1.0,Fair,E,SI2,67.0,53.0,6.19,6.13,4.13,3136
31147,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2215
31148,0.5,Very Good,E,SI2,63.0,57.0,5.01,5.05,3.17,1098
31149,0.96,Very Good,F,SI2,59.8,59.0,6.38,6.45,3.84,4218
31150,1.19,Premium,I,SI1,61.3,59.0,6.84,6.79,4.18,5464
31151,0.3,Ideal,H,VVS1,62.6,56.0,4.28,4.25,2.67,819
31152,1.06,Ideal,D,VVS2,61.8,56.0,6.49,6.53,4.03,13588
31153,1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792
31154,0.6,Very Good,F,SI1,60.6,57.0,5.46,5.5,3.32,1661
31155,0.53,Very Good,E,IF,59.8,60.0,5.28,5.35,3.18,2542
31156,0.33,Ideal,H,VS1,61.4,57.0,4.44,4.49,2.74,579
31157,0.76,Ideal,G,VVS1,62.0,54.7,5.83,5.87,3.62,3671
31158,0.32,Ideal,F,VS1,62.0,54.0,4.44,4.43,2.75,876
31159,0.31,Ideal,D,SI1,61.8,56.0,4.37,4.34,2.69,732
31160,1.22,Premium,H,VS2,61.4,62.0,6.92,6.76,4.22,5944
31161,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56,2319
31162,0.6,Fair,G,VVS2,57.9,67.0,5.66,5.47,3.23,2167
31163,0.36,Ideal,E,VS2,61.1,56.0,4.63,4.6,2.82,1013
31164,0.34,Ideal,E,SI2,62.4,57.0,4.5,4.47,2.8,612
31165,0.41,Very Good,G,VS1,60.0,61.0,4.77,4.86,2.89,899
31166,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39,17162
31167,0.31,Premium,F,VS2,61.8,59.0,4.33,4.31,2.67,802
31168,1.01,Premium,H,SI2,61.6,60.0,6.22,6.18,3.82,3676
31169,0.3,Ideal,E,VS2,61.8,56.0,4.3,4.34,2.67,658
31170,1.58,Premium,D,SI2,59.6,59.0,7.67,7.61,4.55,10934
31171,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
31172,0.7,Premium,F,SI1,60.4,58.0,5.76,5.82,3.5,2196
31173,0.71,Ideal,H,VVS1,60.8,56.0,5.75,5.83,3.52,2741
31174,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630
31175,0.31,Ideal,H,SI1,61.3,57.0,4.36,4.38,2.68,421
31176,0.72,Ideal,I,VS1,60.4,56.0,5.8,5.86,3.52,3005
31177,0.38,Ideal,D,VS1,62.0,57.0,4.7,4.69,2.91,942
31178,0.73,Ideal,E,SI2,61.3,54.0,5.8,5.88,3.58,2431
31179,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2057
31180,0.32,Ideal,I,SI1,60.7,57.0,4.47,4.42,2.7,554
31181,0.3,Ideal,D,VVS2,62.4,54.0,4.3,4.32,2.69,814
31182,0.59,Ideal,D,SI2,60.2,57.0,5.47,5.42,3.28,1572
31183,0.7,Ideal,J,VS2,61.5,57.0,5.7,5.74,3.52,1971
31184,0.93,Ideal,E,SI1,61.9,56.0,6.24,6.27,3.87,5992
31185,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3669
31186,0.56,Very Good,D,SI1,62.5,58.0,5.23,5.27,3.28,1578
31187,0.32,Ideal,I,VVS1,61.4,56.0,4.42,4.44,2.72,575
31188,0.31,Premium,E,SI1,62.0,58.0,4.35,4.3,2.68,698
31189,1.71,Premium,H,SI2,62.5,57.0,7.67,7.62,4.78,10687
31190,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83,16626
31191,0.73,Ideal,F,SI2,62.1,56.0,5.8,5.76,3.59,2712
31192,1.2,Premium,F,VS2,60.1,57.0,6.82,6.76,4.08,7865
31193,1.24,Good,G,VS1,60.2,63.0,6.96,6.99,4.2,9405
31194,1.35,Fair,I,SI2,66.5,57.0,6.79,6.74,4.5,4423
31195,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,2898
31196,0.72,Very Good,H,VVS2,60.3,56.0,5.81,5.83,3.51,2771
31197,0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,2812
31198,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
31199,0.3,Premium,E,VS2,59.9,59.0,4.33,4.38,2.61,658
31200,1.22,Ideal,I,VS2,59.5,57.0,6.91,6.97,4.13,5761
31201,0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
31202,1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01,4099
31203,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
31204,1.51,Very Good,E,SI2,63.2,56.0,7.32,7.26,4.61,10012
31205,2.02,Ideal,F,SI2,61.3,57.0,8.11,8.16,4.99,16290
31206,1.75,Good,D,SI1,63.8,57.0,7.63,7.53,4.84,12918
31207,1.0,Good,D,VS1,57.8,61.0,6.62,6.56,3.81,7500
31208,0.52,Premium,I,SI1,62.9,58.0,5.14,5.04,3.2,1105
31209,1.04,Premium,H,SI1,58.7,61.0,6.62,6.57,3.87,4980
31210,1.38,Premium,G,SI2,58.3,59.0,7.34,7.27,4.26,5487
31211,1.51,Premium,H,VS2,58.7,61.0,7.51,7.45,4.39,8630
31212,1.0,Premium,H,VS2,63.0,59.0,6.43,6.34,4.02,4791
31213,0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,4770
31214,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1334
31215,0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710
31216,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,658
31217,1.51,Very Good,G,VS1,61.8,57.0,7.31,7.42,4.55,13348
31218,0.72,Good,D,VS2,64.0,54.0,5.68,5.7,3.64,2827
31219,0.5,Ideal,D,VS2,61.9,57.0,5.09,5.06,3.14,1845
31220,0.8,Very Good,H,VVS1,62.9,58.0,5.82,5.88,3.68,4468
31221,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2475
31222,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,2110
31223,0.9,Very Good,E,SI1,61.8,59.0,6.11,6.16,3.79,4165
31224,0.3,Ideal,G,SI2,62.5,56.0,4.28,4.3,2.68,382
