id,carat,cut,color,clarity,depth,table,x,y,z
11765,0.33,Very Good,D,VVS2,60.8,58.0,4.47,4.48,2.72
11766,2.08,Premium,H,SI2,60.0,60.0,8.31,8.28,4.98
11767,1.01,Good,G,SI2,63.6,58.0,6.31,6.37,4.03
11768,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81
11769,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88
11770,1.01,Good,H,SI1,64.0,58.0,6.31,6.37,4.06
11771,1.26,Ideal,F,SI1,60.6,56.0,7.05,6.98,4.25
11772,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05
11773,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74
11774,1.0,Premium,F,VVS1,61.0,60.0,6.39,6.43,3.91
11775,0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21
11776,0.7,Very Good,H,VS2,57.9,62.0,5.8,5.9,3.39
11777,1.01,Premium,F,SI1,62.5,58.0,6.42,6.39,4.0
11778,0.72,Ideal,H,VS2,60.1,56.0,5.85,5.88,3.52
11779,1.0,Fair,H,SI2,67.0,55.0,6.25,6.12,4.16
11780,0.39,Premium,G,VS1,62.7,58.0,4.69,4.63,2.92
11781,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68
11782,0.48,Good,G,VS1,57.8,60.9,5.12,5.19,2.97
11783,0.39,Very Good,G,SI1,62.4,58.0,4.67,4.72,2.93
11784,0.42,Premium,E,SI2,58.8,60.0,4.9,4.86,2.87
11785,0.8,Good,E,VS2,63.3,59.0,5.82,5.87,3.7
11786,1.43,Fair,E,SI1,65.1,56.0,7.1,7.03,4.61
11787,1.0,Good,H,VS1,61.3,64.0,6.39,6.33,3.9
11788,1.71,Very Good,F,VS1,61.9,61.0,7.61,7.67,4.73
11789,0.51,Good,D,SI1,63.4,59.0,5.07,5.02,3.2
11790,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62
11791,0.48,Premium,F,VS2,60.1,59.0,5.12,5.1,3.07
11792,0.4,Very Good,E,VVS2,62.8,58.0,4.68,4.71,2.95
11793,0.53,Ideal,G,SI1,63.0,54.0,5.18,5.14,3.25
11794,0.3,Ideal,E,VS2,62.0,57.0,4.26,4.29,2.65
11795,0.41,Good,D,VS2,63.4,54.0,4.74,4.79,3.02
11796,0.4,Ideal,E,VS2,62.4,56.0,4.71,4.74,2.95
11797,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39
11798,0.53,Ideal,G,VVS2,62.5,54.0,5.19,5.21,3.25
11799,1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49
11800,0.73,Ideal,F,SI2,61.7,57.0,5.78,5.82,3.58
11801,1.59,Ideal,G,VVS1,59.9,56.0,7.57,7.64,4.55
11802,0.6,Premium,E,SI1,60.0,57.0,5.52,5.48,3.3
11803,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2
11804,1.51,Very Good,H,SI2,62.3,58.0,7.29,7.25,4.53
11805,1.51,Ideal,G,VS1,60.8,57.0,7.37,7.44,4.5
11806,1.0,Fair,E,SI2,55.4,62.0,6.63,6.59,3.66
11807,0.7,Premium,F,VS2,62.5,56.0,5.67,5.63,3.53
11808,0.27,Premium,E,VS1,60.2,59.0,4.24,4.2,2.54
11809,1.0,Very Good,H,VS2,59.6,59.0,6.47,6.54,3.88
11810,1.05,Ideal,H,SI2,61.2,57.0,6.62,6.55,4.03
11811,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7
11812,0.96,Premium,G,SI1,62.0,57.0,6.34,6.31,3.92
11813,0.5,Fair,G,VS1,65.8,57.0,5.03,4.91,3.27
11814,1.5,Very Good,J,VVS2,62.2,57.0,7.25,7.31,4.53
11815,1.01,Ideal,G,VS2,61.9,58.0,6.37,6.43,3.96
11816,1.03,Good,I,VS2,60.0,62.0,6.51,6.55,3.92
11817,0.93,Premium,F,SI2,60.0,60.0,6.36,6.31,3.8
11818,0.71,Fair,F,SI1,62.6,57.0,5.73,5.68,3.57
11819,1.62,Very Good,H,SI1,62.2,58.0,7.46,7.5,4.65
11820,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88
11821,1.2,Ideal,E,SI1,62.3,55.0,6.78,6.84,4.24
11822,0.32,Ideal,H,VVS1,62.9,57.0,4.38,4.33,2.74
11823,0.82,Premium,F,VS1,62.1,56.0,6.02,5.97,3.72
11824,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29
11825,0.57,Good,F,SI1,63.2,55.0,5.26,5.31,3.34
11826,1.56,Very Good,I,SI1,60.2,61.0,7.5,7.59,4.54
11827,1.41,Ideal,H,SI2,62.0,56.0,7.17,7.24,4.47
11828,0.41,Good,E,VS1,58.4,58.0,4.88,4.91,2.86
11829,0.32,Good,I,SI1,63.1,56.0,4.36,4.39,2.76
11830,0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09
11831,0.3,Good,D,SI1,63.2,56.0,4.24,4.27,2.69
11832,0.3,Very Good,E,SI1,63.4,56.0,4.25,4.23,2.69
11833,0.72,Fair,I,SI1,64.8,54.0,5.69,5.67,3.68
11834,0.91,Fair,H,SI1,65.8,58.0,6.04,6.01,3.96
11835,0.8,Ideal,F,SI1,60.5,57.0,6.02,6.07,3.66
11836,0.55,Ideal,F,SI1,61.7,56.0,5.3,5.26,3.25
11837,1.0,Very Good,D,SI1,63.2,59.0,6.29,6.4,4.01
11838,0.54,Ideal,G,VVS1,62.2,56.0,5.19,5.22,3.24
11839,0.97,Premium,F,SI1,62.7,59.0,6.28,6.31,3.95
11840,1.53,Ideal,I,VS2,61.7,57.0,7.36,7.41,4.56
11841,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72
11842,0.53,Premium,G,VS2,60.7,59.0,5.24,5.18,3.16
11843,1.69,Premium,F,VS2,59.8,60.0,7.79,7.74,4.64
11844,0.24,Very Good,D,VVS1,59.2,59.0,4.04,4.1,2.41
11845,1.01,Fair,F,SI1,66.8,60.0,6.21,6.13,4.12
11846,0.38,Ideal,F,VS2,62.2,57.0,4.6,4.63,2.87
11847,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55
11848,0.7,Good,E,VS1,63.6,58.0,5.61,5.56,3.55
11849,1.16,Ideal,F,VS2,61.3,57.0,6.76,6.79,4.15
11850,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81
11851,0.31,Good,F,SI1,63.1,55.0,4.28,4.34,2.72
11852,1.01,Very Good,G,IF,60.0,61.0,6.41,6.45,3.86
11853,0.9,Ideal,H,VS2,61.6,57.0,6.17,6.29,3.84
11854,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68
11855,1.06,Premium,G,SI2,61.9,60.0,6.53,6.52,4.04
11856,0.3,Ideal,G,IF,62.8,57.0,4.3,4.27,2.69
11857,0.56,Ideal,G,SI1,61.2,54.0,5.36,5.32,3.27
11858,1.51,Ideal,E,VS2,61.2,57.0,7.37,7.47,4.54
11859,0.64,Ideal,D,SI1,62.1,56.0,5.5,5.55,3.43
11860,0.59,Very Good,E,VS2,60.6,60.0,5.44,5.49,3.31
11861,0.74,Ideal,F,SI2,61.9,56.0,5.81,5.85,3.61
11862,1.0,Very Good,E,SI1,63.4,58.0,6.29,6.26,3.98
11863,0.32,Ideal,E,VVS2,61.5,56.0,4.41,4.44,2.72
11864,1.04,Premium,D,SI2,58.2,59.0,6.67,6.62,3.87
11865,0.91,Premium,F,SI1,61.0,59.0,6.23,6.19,3.79
11866,0.52,Ideal,G,SI1,60.0,56.0,5.24,5.27,3.15
11867,1.1,Ideal,F,SI2,62.4,56.0,6.58,6.62,4.12
11868,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21
11869,1.06,Premium,F,SI2,62.4,58.0,6.54,6.5,4.07
11870,1.01,Very Good,F,VS2,62.8,57.0,6.34,6.44,4.01
11871,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28
11872,0.42,Ideal,D,VS1,62.3,57.0,4.8,4.76,2.98
11873,0.23,Good,E,VVS2,63.3,56.0,3.88,3.92,2.47
11874,0.3,Ideal,F,VS2,61.7,58.0,4.28,4.31,2.65
11875,1.52,Ideal,I,VS1,61.4,57.0,7.42,7.38,4.54
11876,0.32,Ideal,H,VVS1,60.4,57.0,4.46,4.42,2.68
11877,1.17,Ideal,G,VS2,62.0,56.0,6.74,6.71,4.17
11878,0.38,Ideal,E,VS2,60.1,56.0,4.72,4.69,2.83
11879,0.7,Good,E,SI1,64.3,57.0,5.63,5.56,3.6
11880,0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14
11881,0.74,Premium,I,SI2,61.0,60.0,5.8,5.75,3.52
11882,1.13,Premium,G,VS1,60.0,60.0,6.87,6.72,4.08
11883,0.53,Ideal,E,VS2,61.4,56.0,5.25,5.18,3.2
11884,1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02
11885,0.28,Ideal,H,VS1,61.8,57.0,4.2,4.22,2.6
11886,0.7,Ideal,J,SI1,61.0,56.0,5.69,5.82,3.51
11887,2.01,Fair,F,SI1,58.6,95.0,8.32,8.31,4.87
11888,0.75,Ideal,I,VS1,59.9,57.0,5.96,5.9,3.56
11889,0.9,Premium,E,SI1,60.3,60.0,6.27,6.2,3.76
11890,0.42,Ideal,H,IF,62.4,57.0,4.79,4.82,2.99
11891,0.33,Good,F,VVS1,63.3,57.0,4.38,4.44,2.79
11892,0.6,Ideal,H,VS1,61.6,56.0,5.4,5.42,3.33
11893,0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23
11894,1.7,Very Good,I,VS2,63.0,58.0,7.52,7.65,4.78
11895,1.0,Premium,F,SI2,61.6,62.0,6.37,6.3,3.9
11896,0.42,Ideal,G,VS1,61.0,56.0,4.86,4.82,2.95
11897,0.3,Ideal,E,VS1,61.5,56.0,4.31,4.37,2.67
11898,1.01,Fair,F,SI2,60.1,66.0,6.44,6.41,3.86
11899,0.56,Ideal,E,VVS2,62.6,54.0,5.32,5.28,3.32
11900,0.53,Premium,I,VVS1,63.0,56.0,5.19,5.13,3.25
11901,0.33,Ideal,G,IF,61.9,55.0,4.44,4.45,2.75
11902,0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25
11903,1.2,Ideal,H,SI1,61.9,56.0,6.78,6.82,4.21
11904,0.31,Ideal,G,IF,61.6,55.0,4.37,4.39,2.7
11905,0.53,Ideal,H,VS1,61.7,56.0,5.21,5.23,3.22
11906,0.72,Very Good,H,SI2,61.0,56.0,5.75,5.8,3.52
11907,0.36,Very Good,G,VVS2,61.9,58.0,4.54,4.6,2.83
11908,2.61,Ideal,I,SI2,62.1,56.0,8.85,8.73,5.46
11909,0.31,Premium,E,IF,61.0,59.0,4.36,4.39,2.67
11910,0.31,Ideal,F,VS2,62.3,55.0,4.37,4.33,2.71
11911,0.41,Ideal,E,VVS1,61.3,56.0,4.81,4.79,2.94
11912,0.31,Fair,G,VS1,64.6,55.0,4.31,4.26,2.77
11913,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73
11914,2.06,Ideal,I,VS2,62.2,55.0,8.15,8.19,5.08
11915,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59
11916,0.3,Premium,G,VVS1,60.7,59.0,4.33,4.37,2.64
11917,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57
11918,0.7,Ideal,G,VVS2,60.3,57.0,5.75,5.83,3.49
11919,0.5,Good,E,VS2,63.3,64.0,4.98,5.0,3.16
11920,0.31,Ideal,D,VS2,61.8,56.0,4.32,4.36,2.68
11921,0.8,Very Good,H,VS2,63.1,57.0,5.87,5.92,3.72
11922,0.34,Ideal,G,VS2,62.7,55.0,4.49,4.48,2.81
11923,1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98
11924,1.24,Premium,J,VS2,61.8,57.6,6.84,6.88,4.24
11925,1.07,Premium,E,VS1,59.7,61.0,6.69,6.64,3.98
11926,1.5,Fair,G,SI1,56.1,62.0,7.6,7.52,4.24
11927,0.7,Good,H,SI2,63.8,57.0,5.58,5.55,3.55
11928,1.02,Premium,H,SI1,61.1,58.0,6.51,6.46,3.96
11929,0.6,Very Good,D,SI1,62.2,58.0,5.4,5.44,3.37
11930,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19
11931,1.7,Very Good,H,VVS2,63.1,57.0,7.61,7.52,4.77
11932,0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1
11933,0.3,Very Good,E,SI1,62.9,57.0,4.25,4.3,2.69
11934,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59
11935,0.39,Ideal,F,SI2,62.2,55.0,4.68,4.71,2.92
11936,1.0,Ideal,F,VVS2,61.7,53.0,6.46,6.48,3.99
11937,0.41,Ideal,D,VVS2,62.3,57.0,4.74,4.76,2.96
11938,0.8,Very Good,I,VS2,63.3,55.0,5.88,5.93,3.74
11939,0.3,Ideal,H,VS1,62.1,54.0,4.35,4.32,2.69
11940,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84
11941,1.01,Very Good,I,SI1,62.8,58.0,6.37,6.4,4.01
11942,0.38,Ideal,G,SI2,61.2,56.0,4.7,4.74,2.89
11943,0.33,Ideal,H,IF,61.1,56.0,4.47,4.5,2.74
11944,1.36,Ideal,G,VS1,61.0,56.0,7.13,7.11,4.34
11945,0.59,Ideal,D,SI2,62.4,58.0,5.35,5.39,3.35
11946,1.27,Very Good,I,SI1,63.0,60.0,6.86,6.8,4.3
11947,0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11
11948,0.43,Good,J,SI2,63.7,57.0,4.76,4.79,3.04
11949,1.12,Premium,H,SI1,61.2,59.0,6.69,6.65,4.08
11950,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77
11951,1.56,Good,I,SI1,64.0,57.0,7.32,7.28,4.67
11952,0.43,Ideal,F,VVS1,62.1,55.0,4.81,4.85,3.0
11953,0.7,Very Good,D,VS1,63.4,59.0,5.58,5.55,3.53
11954,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96
11955,0.31,Ideal,F,IF,61.7,56.0,4.34,4.38,2.69
11956,0.9,Premium,G,SI1,61.0,59.0,6.29,6.17,3.8
11957,2.51,Ideal,I,SI2,58.4,62.0,8.87,8.79,5.15
11958,1.02,Premium,H,SI1,59.1,60.0,6.59,6.54,3.88
11959,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92
11960,0.71,Ideal,D,SI1,60.6,57.0,5.82,5.72,3.5
11961,0.54,Premium,I,VS1,61.5,58.0,5.28,5.26,3.24
11962,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53
11963,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64
11964,0.3,Premium,E,VS2,62.3,58.0,4.32,4.28,2.68
11965,1.12,Premium,H,SI2,61.9,58.0,6.66,6.74,4.15
11966,0.34,Ideal,F,IF,61.4,57.0,4.49,4.5,2.76
11967,1.01,Very Good,D,SI2,60.3,57.0,6.51,6.56,3.94
11968,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66
11969,2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89
11970,0.91,Very Good,F,VS2,63.4,55.0,6.22,6.18,3.93
11971,1.0,Good,D,VVS2,60.2,62.0,6.42,6.46,3.88
11972,1.17,Ideal,F,SI1,63.0,54.0,6.71,6.66,4.21
11973,0.77,Fair,I,VS1,65.1,57.0,5.65,5.77,3.72
11974,0.7,Very Good,H,VS1,62.5,61.0,5.62,5.67,3.53
11975,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.4,2.73
11976,1.2,Premium,H,VS2,62.4,57.0,6.73,6.67,4.18
11977,1.38,Premium,G,SI2,59.2,59.0,7.35,7.29,4.33
11978,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21
11979,0.3,Premium,E,VS1,61.3,59.0,4.33,4.28,2.64
11980,1.5,Ideal,I,VS2,62.6,55.0,7.39,7.31,4.6
11981,0.5,Ideal,J,VS1,62.5,57.0,5.06,5.09,3.17
11982,0.52,Ideal,I,SI1,61.8,54.0,5.16,5.19,3.2
11983,1.24,Ideal,H,VS1,61.6,56.0,6.95,6.87,4.26
11984,0.3,Ideal,D,VVS1,62.2,57.0,4.35,4.3,2.69
11985,0.31,Ideal,D,VS2,62.1,55.0,4.35,4.32,2.69
11986,0.32,Very Good,D,SI1,63.1,56.0,4.38,4.34,2.75
11987,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05
11988,0.9,Fair,H,VS1,65.9,60.0,5.99,5.96,3.94
11989,1.01,Good,F,VVS2,63.6,60.0,6.36,6.31,4.03
11990,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29
11991,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14
11992,0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67
11993,0.51,Ideal,E,SI1,62.3,56.0,5.12,5.15,3.2
11994,0.9,Very Good,E,VS2,61.1,63.0,6.2,6.17,3.78
11995,0.39,Premium,G,VVS1,60.4,59.0,4.75,4.72,2.86
11996,1.69,Ideal,G,SI1,61.8,53.0,7.68,7.71,4.75
11997,1.04,Good,H,SI2,57.9,58.0,6.72,6.68,3.88
11998,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9
11999,0.32,Very Good,G,VS1,61.8,60.0,4.35,4.36,2.69
12000,0.51,Premium,G,VS1,62.3,59.0,5.12,5.06,3.17
12001,0.79,Ideal,I,SI1,60.5,58.0,5.97,5.99,3.62
12002,1.02,Premium,D,VS2,61.5,58.0,6.51,6.44,3.98
12003,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48
12004,1.23,Ideal,I,SI1,61.8,58.0,6.87,6.91,4.26
12005,1.62,Good,H,VS2,61.5,60.8,7.48,7.53,4.62
12006,1.0,Good,D,SI2,63.3,56.0,6.35,6.38,4.03
12007,1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25
12008,1.01,Good,G,SI1,63.8,56.0,6.32,6.37,4.05
12009,0.3,Ideal,I,SI2,61.9,56.0,4.3,4.32,2.67
12010,0.52,Ideal,F,VS2,60.3,57.0,5.2,5.24,3.15
12011,0.41,Ideal,G,SI1,61.8,55.0,4.8,4.81,2.97
12012,1.25,Ideal,E,I1,60.9,56.0,6.95,6.91,4.22
12013,0.36,Very Good,G,VS1,60.6,60.0,4.57,4.61,2.78
12014,0.34,Very Good,G,SI2,62.8,59.0,4.45,4.47,2.8
12015,1.13,Ideal,G,SI1,62.0,55.0,6.68,6.71,4.15
12016,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69
12017,0.59,Ideal,E,VS2,62.2,58.0,5.35,5.39,3.34
12018,0.3,Premium,D,SI2,60.9,58.0,4.32,4.29,2.62
12019,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99
12020,0.41,Very Good,G,VVS1,60.3,60.0,4.74,4.78,2.87
12021,0.51,Ideal,G,VVS2,62.0,57.0,5.13,5.1,3.17
12022,0.62,Ideal,G,VS1,62.0,56.0,5.45,5.49,3.39
12023,1.2,Premium,H,VS1,62.7,58.0,6.75,6.65,4.2
12024,0.32,Ideal,E,VS1,61.7,56.0,4.41,4.44,2.73
12025,2.16,Premium,H,SI2,62.3,57.0,8.29,8.22,5.14
12026,1.57,Very Good,J,SI2,62.1,60.0,7.37,7.41,4.59
12027,0.77,Very Good,D,SI1,59.9,59.0,5.9,5.95,3.55
12028,0.38,Very Good,H,VS2,60.4,56.0,4.71,4.73,2.85
12029,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7
12030,0.71,Premium,E,VS2,59.0,59.0,5.78,5.88,3.44
12031,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91
12032,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23
12033,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7
12034,0.71,Very Good,G,SI1,61.1,61.0,5.71,5.72,3.49
12035,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25
12036,0.7,Ideal,H,VS1,61.2,55.0,5.71,5.76,3.51
12037,0.59,Ideal,H,VS2,62.2,59.0,5.38,5.34,3.33
12038,0.53,Ideal,E,VS2,61.9,55.0,5.19,5.22,3.22
12039,1.11,Premium,G,SI2,58.8,59.0,6.8,6.76,3.99
12040,1.01,Good,G,SI1,59.8,61.0,6.45,6.49,3.87
12041,0.9,Very Good,E,SI1,61.3,57.0,6.24,6.29,3.84
12042,0.71,Very Good,G,VS1,63.5,56.0,5.67,5.63,3.59
12043,1.04,Very Good,H,SI1,62.0,58.0,6.42,6.48,4.0
12044,1.7,Premium,J,VVS1,62.9,60.0,7.61,7.56,4.77
12045,0.28,Very Good,E,VS2,63.7,58.0,4.12,4.14,2.63
12046,0.42,Ideal,G,VVS1,61.2,56.0,4.86,4.85,2.97
12047,2.01,Good,I,VS2,65.0,57.0,7.85,7.99,5.15
12048,0.37,Premium,E,VS1,60.4,58.0,4.66,4.61,2.8
12049,0.5,Ideal,E,SI1,61.3,56.2,5.12,5.14,3.15
12050,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21
12051,1.05,Ideal,E,VVS2,62.4,56.0,6.52,6.49,4.06
12052,0.61,Ideal,F,SI2,61.3,55.0,5.47,5.55,3.38
12053,0.31,Ideal,H,SI1,61.3,55.0,4.36,4.41,2.69
12054,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8
12055,0.3,Ideal,F,VVS1,62.2,57.0,4.28,4.31,2.67
12056,0.43,Very Good,G,VS2,62.4,56.0,4.84,4.87,3.02
12057,1.54,Ideal,I,SI2,61.4,55.0,7.52,7.43,4.59
12058,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76
12059,0.75,Very Good,F,VVS2,61.1,55.0,5.85,5.9,3.59
12060,0.9,Very Good,H,SI2,63.1,60.0,6.14,6.09,3.86
12061,0.7,Ideal,I,SI1,61.0,57.0,5.71,5.74,3.5
12062,1.03,Premium,H,VS1,61.2,58.0,6.52,6.55,4.0
12063,1.47,Very Good,H,SI2,59.3,59.0,7.34,7.39,4.37
12064,0.54,Ideal,F,VVS2,62.0,55.0,5.24,5.25,3.25
12065,0.4,Ideal,I,VVS2,61.9,56.4,4.72,4.74,2.93
12066,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03
12067,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07
12068,1.0,Fair,E,SI2,65.2,59.0,6.28,6.27,4.09
12069,1.51,Ideal,D,SI1,60.7,59.0,7.47,7.42,4.52
12070,0.4,Ideal,G,VS2,62.3,57.0,4.71,4.7,2.93
12071,2.0,Very Good,I,VS2,59.5,62.0,8.13,8.21,4.86
12072,1.04,Premium,D,IF,60.6,56.0,6.6,6.54,3.98
12073,0.32,Ideal,H,SI1,60.6,57.0,4.44,4.4,2.68
12074,1.05,Premium,E,SI2,62.2,59.0,6.51,6.44,4.03
12075,1.01,Premium,G,VS2,62.0,59.0,6.41,6.36,3.96
12076,0.31,Premium,D,VS2,61.8,57.0,4.41,4.36,2.71
12077,1.14,Premium,I,SI1,59.1,58.0,6.83,6.81,4.03
12078,0.51,Ideal,F,VVS2,61.2,56.0,5.19,5.17,3.17
12079,0.32,Premium,H,VS2,60.7,58.0,4.46,4.43,2.7
12080,0.41,Ideal,F,VS2,61.0,57.0,4.76,4.81,2.92
12081,1.03,Ideal,G,VS2,60.7,57.0,6.53,6.56,3.97
12082,1.27,Premium,G,VS2,61.0,60.0,6.93,6.97,4.24
12083,0.4,Ideal,E,SI1,62.2,54.0,4.76,4.72,2.95
12084,0.8,Ideal,E,SI1,62.3,54.0,5.95,5.97,3.71
12085,1.58,Very Good,H,SI2,62.4,57.0,7.36,7.45,4.62
12086,0.7,Fair,G,I1,64.6,59.0,5.64,5.48,3.6
12087,0.5,Premium,G,VS1,59.8,58.0,5.15,5.19,3.09
12088,0.3,Ideal,H,VS1,62.5,56.0,4.27,4.24,2.66
12089,0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47
12090,0.31,Very Good,E,VVS1,59.9,62.0,4.4,4.41,2.64
12091,0.8,Ideal,H,IF,61.1,56.0,6.02,5.96,3.66
12092,2.19,Premium,H,SI1,62.3,62.0,8.27,8.25,5.15
12093,1.01,Very Good,G,SI2,62.9,56.0,6.36,6.39,4.01
12094,0.34,Ideal,E,VS2,62.5,55.0,4.46,4.5,2.8
12095,0.33,Premium,D,VVS2,60.4,60.0,4.51,4.46,2.71
12096,1.2,Ideal,H,VS1,60.9,57.0,6.87,6.9,4.19
12097,0.73,Premium,G,SI1,62.8,59.0,5.76,5.68,3.59
12098,1.2,Premium,F,VS1,62.3,58.0,6.78,6.71,4.2
12099,0.32,Ideal,G,VVS2,61.4,55.0,4.43,4.4,2.71
12100,1.51,Good,G,SI1,58.8,62.0,7.4,7.49,4.38
12101,1.51,Very Good,F,SI1,62.8,59.0,7.28,7.31,4.58
12102,0.4,Fair,H,VS2,65.1,59.0,4.58,4.63,3.0
12103,0.33,Ideal,G,VS1,62.3,57.0,4.38,4.42,2.74
12104,0.5,Ideal,E,SI1,59.1,61.0,5.16,5.19,3.06
12105,1.19,Premium,H,SI1,61.2,60.0,6.85,6.8,4.18
12106,2.31,Very Good,J,SI2,60.7,63.0,8.52,8.48,5.16
12107,0.92,Ideal,E,SI1,61.4,54.6,6.25,6.29,3.85
12108,1.55,Ideal,I,VS2,62.6,56.0,7.41,7.35,4.62
12109,1.03,Ideal,H,VVS2,62.2,55.0,6.43,6.49,4.03
12110,0.7,Very Good,J,VVS1,63.3,55.0,5.63,5.68,3.58
12111,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23
12112,0.91,Very Good,D,SI2,62.7,59.0,6.16,6.22,3.88
12113,0.53,Ideal,G,VS1,62.1,57.0,5.16,5.18,3.21
12114,1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58
12115,0.3,Very Good,H,VS2,63.5,59.0,4.27,4.2,2.69
12116,0.51,Ideal,H,SI1,61.0,57.0,5.17,5.22,3.17
12117,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51
12118,0.32,Ideal,I,VVS2,62.2,54.5,4.38,4.42,2.74
12119,1.0,Ideal,G,VVS2,59.8,54.0,6.58,6.54,3.92
12120,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72
12121,0.5,Good,E,VS1,60.3,62.0,5.1,5.11,3.08
12122,0.53,Premium,I,VS1,62.3,58.0,5.26,5.18,3.25
12123,0.32,Ideal,F,VVS1,62.3,56.0,4.38,4.35,2.72
12124,0.9,Very Good,G,VS2,61.0,60.0,6.21,6.24,3.8
12125,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02
12126,0.7,Premium,F,SI1,61.3,59.0,5.71,5.74,3.51
12127,1.36,Premium,J,SI2,62.6,58.0,7.12,7.0,4.42
12128,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37
12129,1.55,Premium,H,VS2,60.4,60.0,7.39,7.44,4.48
12130,0.9,Very Good,D,SI2,63.2,57.0,6.08,6.1,3.85
12131,0.41,Good,E,VVS1,64.1,55.0,4.71,4.68,3.01
12132,1.01,Ideal,D,SI1,62.2,54.0,6.42,6.45,4.0
12133,0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04
12134,0.51,Ideal,F,VVS1,61.4,56.0,5.15,5.17,3.17
12135,0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79
